title,artist,link
"Untitled - Abstract Orange, Blue, and Brown Shapes (1963)",Anthony J Valentine,https://collections.ed.ac.uk/art/record/99442?highlight=*:*
Jug (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/53623?highlight=*:*
Portrait of a Man in a Cap (1960),Irene Ellis,https://collections.ed.ac.uk/art/record/20982?highlight=*:*
Untitled (2007),Frea Buckler,https://collections.ed.ac.uk/art/record/99967?highlight=*:*
Untitled - Drawing of Harbour (1967),Isobel T Johnstone,https://collections.ed.ac.uk/art/record/99255?highlight=*:*
Standing Nude Woman (Circa 1948),Thomas Kim Redpath,https://collections.ed.ac.uk/art/record/122737?highlight=*:*
Untitled (1962),Carl O Ekevall,https://collections.ed.ac.uk/art/record/99496?highlight=*:*
Untitled (1962),Crosier,https://collections.ed.ac.uk/art/record/22494?highlight=*:*
Portrait of a Man (1956),J Gorman,https://collections.ed.ac.uk/art/record/21181?highlight=*:*
Portrait of a Man in a Suit (Mar 1963),John Bellany,https://collections.ed.ac.uk/art/record/20776?highlight=*:*
Portrait of a Seated Woman (1960s),Sandra Miller,https://collections.ed.ac.uk/art/record/21278?highlight=*:*
Water Dance (Porthmeor) IV (2006),Wilhelmina Barns-Graham CBE HRSA HRSW,https://collections.ed.ac.uk/art/record/54753?highlight=*:*
Student in the Studio,Leon Francesco Morrocco,https://collections.ed.ac.uk/art/record/21401?highlight=*:*
Elderly Man in Military Costume (1952),Frances Walker,https://collections.ed.ac.uk/art/record/20847?highlight=*:*
Riders from the North Frieze of the Parthenon (1836-1837),NA,https://collections.ed.ac.uk/art/record/20699?highlight=*:*
Reclining Female Nude (JAN 1958),Walter Miller,https://collections.ed.ac.uk/art/record/20906?highlight=*:*
Portrait of a Woman (1956),Joan Rogers,https://collections.ed.ac.uk/art/record/21187?highlight=*:*
Untitled - Woman in Hat with Ribbon (1980),Carolyn S Byres,https://collections.ed.ac.uk/art/record/99426?highlight=*:*
Portrait of Andrew Gorrie (1964),Joyce M Cumming,https://collections.ed.ac.uk/art/record/21347?highlight=*:*
Gem cabinet 5 (of 6) containing 43 medallions (Unknown),Unknown,https://collections.ed.ac.uk/art/record/20619?highlight=*:*
"Couplings, Paper bags (2017)",Tessa Lynch,https://collections.ed.ac.uk/art/record/102737?highlight=*:*
Drawing of Dominico Mancini (1946),Dorothy M. Peach,https://collections.ed.ac.uk/art/record/21740?highlight=*:*
Fish and Circles (Circa 1982),Wilhelmina Barns-Graham CBE HRSA HRSW,https://collections.ed.ac.uk/art/record/54747?highlight=*:*
"Untitled - Abstract Green, Purple and Brown Shapes (1989)",Joanne Leonie Milne,https://collections.ed.ac.uk/art/record/99388?highlight=*:*
Portrait of a Man (1939),Jessie May Stirling,https://collections.ed.ac.uk/art/record/21134?highlight=*:*
Portrait of a Man (1959),NA,https://collections.ed.ac.uk/art/record/20973?highlight=*:*
Portrait of a Seated Woman (1958),Alan Alexander,https://collections.ed.ac.uk/art/record/21166?highlight=*:*
Portrait of a Man (1968),Doreen Turner,https://collections.ed.ac.uk/art/record/21271?highlight=*:*
Untitled,Bennett,https://collections.ed.ac.uk/art/record/111042?highlight=*:*
Untitled (1963),Madelene R Galloway,https://collections.ed.ac.uk/art/record/99821?highlight=*:*
Two Standing Male Nudes (24 JAN 1951),Norma G Reid,https://collections.ed.ac.uk/art/record/21393?highlight=*:*
Reclining Nude with Jacket (1967),Christine Malcolm,https://collections.ed.ac.uk/art/record/21266?highlight=*:*
Fy Experience (2023),Ffion Williams,https://collections.ed.ac.uk/art/record/123695?highlight=*:*
Standing Female Nude (1957),Peter Coyle,https://collections.ed.ac.uk/art/record/20969?highlight=*:*
Portrait of a Woman (1953),A Scott,https://collections.ed.ac.uk/art/record/21198?highlight=*:*
Plakati Hrvatskog Narodnog Kazališta Split (1984),Boris Bućan,https://collections.ed.ac.uk/art/record/22036?highlight=*:*
Untitled (1962),Robert S. Crozier,https://collections.ed.ac.uk/art/record/112311?highlight=*:*
Riders from the North Frieze of the Parthenon (1836-1837),NA,https://collections.ed.ac.uk/art/record/20708?highlight=*:*
Woman Seated (1954),John P Busby,https://collections.ed.ac.uk/art/record/21380?highlight=*:*
Untitled - Drawing of a Girl Sitting in Profile (1964-1965),Gordon Bryce,https://collections.ed.ac.uk/art/record/99325?highlight=*:*
Leprosy Capital (Diptych),Paul J Donaldson,https://collections.ed.ac.uk/art/record/21444?highlight=*:*
Untitled (1980),Unknown,https://collections.ed.ac.uk/art/record/99823?highlight=*:*
Untitled (1967),William G.H. Fulton,https://collections.ed.ac.uk/art/record/99820?highlight=*:*
Sunset (1959),Denness Morton,https://collections.ed.ac.uk/art/record/21081?highlight=*:*
Standing Female Nude (1954),Margaret Proudfoot,https://collections.ed.ac.uk/art/record/21246?highlight=*:*
Portrait of a Woman,V Timmins,https://collections.ed.ac.uk/art/record/21442?highlight=*:*
Portrait of a Man,Anthony Sinclair,https://collections.ed.ac.uk/art/record/21483?highlight=*:*
Portrait of a Man (1951),Pauline Ken,https://collections.ed.ac.uk/art/record/21238?highlight=*:*
Violet (03 NOV 1958),Barbara Strachan,https://collections.ed.ac.uk/art/record/20867?highlight=*:*
Unknown (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21970?highlight=*:*
Untitled (17 May 2000),Kate Stancliffe,https://collections.ed.ac.uk/art/record/22001?highlight=*:*
Portrait of a Man (1959),Jean I. Beattie,https://collections.ed.ac.uk/art/record/20919?highlight=*:*
Prendre la clef des Chaps (1963),Ann F Ward,https://collections.ed.ac.uk/art/record/99346?highlight=*:*
Angel Playing Pipes (Unknown),Unknown,https://collections.ed.ac.uk/art/record/20608?highlight=*:*
Groom and horses from North Frieze of the Parthenon (1836-1837),NA,https://collections.ed.ac.uk/art/record/20713?highlight=*:*
Embroidered panel,Winsome Douglass,https://collections.ed.ac.uk/art/record/113833?highlight=*:*
Portrait of a Man (1957),Unknown,https://collections.ed.ac.uk/art/record/21250?highlight=*:*
Magpie (1989),Jane V Hyslop,https://collections.ed.ac.uk/art/record/99961?highlight=*:*
Untitled,M. Donlevy,https://collections.ed.ac.uk/art/record/112506?highlight=*:*
Obstacle - Govan Hill Baths (2014),Charles Myatt,https://collections.ed.ac.uk/art/record/47455?highlight=*:*
Seated Female Nude (1967),Kevin Maguire,https://collections.ed.ac.uk/art/record/99359?highlight=*:*
Untitled (Unknown),Susie Wilson,https://collections.ed.ac.uk/art/record/21964?highlight=*:*
Two Female Heads (1959),Denness Morton,https://collections.ed.ac.uk/art/record/21077?highlight=*:*
Portrait of a Woman,Lucy Bowman,https://collections.ed.ac.uk/art/record/21512?highlight=*:*
Portrait of a Man through a Door,Paul Gladston,https://collections.ed.ac.uk/art/record/21526?highlight=*:*
Standing Male Nude,John Hunter,https://collections.ed.ac.uk/art/record/21043?highlight=*:*
Seated Male Nude (Circa 1953),Mollie Parker,https://collections.ed.ac.uk/art/record/20948?highlight=*:*
Standing Female Nude (1959),C Byron,https://collections.ed.ac.uk/art/record/20916?highlight=*:*
Standing Male Nude,Jessie May Stirling,https://collections.ed.ac.uk/art/record/20834?highlight=*:*
Portrait of a Young Man (1960),Ann Macmillan,https://collections.ed.ac.uk/art/record/20988?highlight=*:*
Rothering (1947),Dorothy M. Peach,https://collections.ed.ac.uk/art/record/21739?highlight=*:*
Standing Female Nude with a Stool (1959),Bruce Clapperton,https://collections.ed.ac.uk/art/record/20912?highlight=*:*
Untitled (1997),BORIS JOERI BRINK,https://collections.ed.ac.uk/art/record/21985?highlight=*:*
Victory (07 Jul 1946),Zygmunt Bukowski,https://collections.ed.ac.uk/art/record/21322?highlight=*:*
Riders from South Frieze of the Parthenon (1836-1837),NA,https://collections.ed.ac.uk/art/record/20726?highlight=*:*
Untitled (1966),Forde,https://collections.ed.ac.uk/art/record/22476?highlight=*:*
Woman with Pink Hair (1987),Henry Rogers,https://collections.ed.ac.uk/art/record/21476?highlight=*:*
Charioteers and horses from North Frieze of the Parthenon (1836-1837),NA,https://collections.ed.ac.uk/art/record/20734?highlight=*:*
Teapot,Janet Gillies,https://collections.ed.ac.uk/art/record/122543?highlight=*:*
Untitled (1966-1967),James H. Fairgrieve,https://collections.ed.ac.uk/art/record/99386?highlight=*:*
Seated and Standing Nudes (1959-1962),F. Milner,https://collections.ed.ac.uk/art/record/99365?highlight=*:*
Highstreet Harlesden (1964-1965),Gordon Bryce,https://collections.ed.ac.uk/art/record/99282?highlight=*:*
Untitled - Abstract Stripes (1972),Lindsay R S Gordon,https://collections.ed.ac.uk/art/record/99423?highlight=*:*
Untitled - Shoes and a Polka Dot Blouse (1983-1984),David Douglas,https://collections.ed.ac.uk/art/record/99432?highlight=*:*
Portrait of a Man (1966),George Donald,https://collections.ed.ac.uk/art/record/21255?highlight=*:*
Portrait of Man in a Cap (1950),Thomas Murray,https://collections.ed.ac.uk/art/record/21073?highlight=*:*
Standing Male Nude (JAN 1958),Walter Miller,https://collections.ed.ac.uk/art/record/20907?highlight=*:*
South Frieze of the Parthenon Frieze (1836-1837),NA,https://collections.ed.ac.uk/art/record/20694?highlight=*:*
1.(a) Meccarama Serif (1972),Anthony Benjamin,https://collections.ed.ac.uk/art/record/21668?highlight=*:*
Head Drawing (1969),John Stewart,https://collections.ed.ac.uk/art/record/22487?highlight=*:*
Portrait of a Seated Woman (1957),Sheena McEwan,https://collections.ed.ac.uk/art/record/21008?highlight=*:*
One mould and five wax portrait miniatures (Post 1860),Unknown,https://collections.ed.ac.uk/art/record/20614?highlight=*:*
Landscape with Rocks and Trees (1953-1954),D. Gordon Campbell,https://collections.ed.ac.uk/art/record/20797?highlight=*:*
Small armorial panel (Unknown),Unknown,https://collections.ed.ac.uk/art/record/20613?highlight=*:*
Seated Female Nude (1953),Andrew Restall,https://collections.ed.ac.uk/art/record/20946?highlight=*:*
Untitled (20 Feb 2014),David C Duke,https://collections.ed.ac.uk/art/record/21989?highlight=*:*
Untitled,Barbara Walton,https://collections.ed.ac.uk/art/record/123509?highlight=*:*
Untitled (1969),Richard Easson,https://collections.ed.ac.uk/art/record/99831?highlight=*:*
Seated Woman in Blanket (1965),William Gillon,https://collections.ed.ac.uk/art/record/21325?highlight=*:*
The Three Tyches,Unknown,https://collections.ed.ac.uk/art/record/20533?highlight=*:*
Portrait of a Man (1952),David Michie,https://collections.ed.ac.uk/art/record/21384?highlight=*:*
Seated Male Nude (1983-1984),Robert Maclaurin,https://collections.ed.ac.uk/art/record/21522?highlight=*:*
Agricultural Tools,Alexander Curtis,https://collections.ed.ac.uk/art/record/21505?highlight=*:*
Standing Male Nude (1952),Adam Robson,https://collections.ed.ac.uk/art/record/20810?highlight=*:*
Portrait of a Man (1956),James Robertson,https://collections.ed.ac.uk/art/record/21186?highlight=*:*
Replica cast (brown) of Parthenon slab FGE35 ?,Unknown,https://collections.ed.ac.uk/art/record/20651?highlight=*:*
Replica cast (white) of GE33,Unknown,https://collections.ed.ac.uk/art/record/20652?highlight=*:*
Aux cinq billiards (1963),Ann F Ward,https://collections.ed.ac.uk/art/record/99340?highlight=*:*
Kneeling Male Nude (1953),Peter Brady,https://collections.ed.ac.uk/art/record/20967?highlight=*:*
Face on Water,Paul Furneaux,https://collections.ed.ac.uk/art/record/21747?highlight=*:*
Standing Female Nude (1951),NA,https://collections.ed.ac.uk/art/record/21068?highlight=*:*
Head of a Companion of Odysseus,Unknown,https://collections.ed.ac.uk/art/record/20583?highlight=*:*
Camp II (1982),Reinhard Behrens,https://collections.ed.ac.uk/art/record/99465?highlight=*:*
Portrait of the sad bed (2002),Jan Vaibaraite,https://collections.ed.ac.uk/art/record/99989?highlight=*:*
Untitled (2007),Johan Wahlgren,https://collections.ed.ac.uk/art/record/99980?highlight=*:*
Replica cast of Partheon frieze GE32,Unknown,https://collections.ed.ac.uk/art/record/20654?highlight=*:*
Portrait of a Man with a Beard (1959),Alan Kemp,https://collections.ed.ac.uk/art/record/20903?highlight=*:*
Four Prints (2007),Paul Laidler,https://collections.ed.ac.uk/art/record/99965?highlight=*:*
Isabella of Aragon (green) (Post 1912),Unknown,https://collections.ed.ac.uk/art/record/123567?highlight=*:*
Extra Light Shoe (2016),Eden Hawkins,https://collections.ed.ac.uk/art/record/99264?highlight=*:*
Untitled,Roy M. W. Cameron,https://collections.ed.ac.uk/art/record/112350?highlight=*:*
Seated Woman holding Hat (Jun 1961),John Bellany,https://collections.ed.ac.uk/art/record/20768?highlight=*:*
Skeletal Face with Long Hair (1985-1986),Graeme Murray,https://collections.ed.ac.uk/art/record/99335?highlight=*:*
Untitled - Paris cityscape with Two Cranes (1963),Ann F Ward,https://collections.ed.ac.uk/art/record/99343?highlight=*:*
Untitled (2002),Lindsey Edghill,https://collections.ed.ac.uk/art/record/99943?highlight=*:*
Man with Wooden Leg Pulling Barrow of Flowers (1958-1959),Peter Standen,https://collections.ed.ac.uk/art/record/20795?highlight=*:*
29 Split Summer Festival (1983),Boris Bućan,https://collections.ed.ac.uk/art/record/22041?highlight=*:*
Untitled - Standing Nude Male Draped with a Robe (1963),Gordon Bryce,https://collections.ed.ac.uk/art/record/99275?highlight=*:*
Untitled (1968),Gillian Mather,https://collections.ed.ac.uk/art/record/22501?highlight=*:*
Munich Olympics (1972),Alan Davie,https://collections.ed.ac.uk/art/record/21536?highlight=*:*
Untitled - Nude Figure Lying in Bed (1984),Joseph Sharples,https://collections.ed.ac.uk/art/record/99333?highlight=*:*
Portrait of a Woman (1962),James T Carlyle,https://collections.ed.ac.uk/art/record/21282?highlight=*:*
Tiger Tiger (Unknown),Enid Marx,https://collections.ed.ac.uk/art/record/21664?highlight=*:*
Portrait of a Woman (1939-1940),James H Donaldson,https://collections.ed.ac.uk/art/record/21123?highlight=*:*
Untitled (Unknown),Ciaran O'Nuallian,https://collections.ed.ac.uk/art/record/99971?highlight=*:*
Travelling (Nov 1947),Dorothy M. Peach,https://collections.ed.ac.uk/art/record/21737?highlight=*:*
Filtrate (1991),Joan Rutie,https://collections.ed.ac.uk/art/record/21967?highlight=*:*
Composition unified by blue using under colour orange (1962),John Bellany,https://collections.ed.ac.uk/art/record/20777?highlight=*:*
Charioteers from North Frieze of the Parthenon (1836-1837),NA,https://collections.ed.ac.uk/art/record/20678?highlight=*:*
Sleeping Male Nude (1970),Elsbeth Coop,https://collections.ed.ac.uk/art/record/20970?highlight=*:*
View of a Street (1980),Calum Wilson,https://collections.ed.ac.uk/art/record/21454?highlight=*:*
"Circo Togni, Ravenna (1957)",Peter McGinn,https://collections.ed.ac.uk/art/record/21114?highlight=*:*
Reclining Female Nude (1969),Leslie McConnell,https://collections.ed.ac.uk/art/record/21274?highlight=*:*
Portrait of a Man,John Hunter,https://collections.ed.ac.uk/art/record/21041?highlight=*:*
Part of petticoat,Unknown,https://collections.ed.ac.uk/art/record/100004?highlight=*:*
Portrait of a Man (1948),Sheena Page,https://collections.ed.ac.uk/art/record/21071?highlight=*:*
Stadium (1987-1988),Jane V Hyslop,https://collections.ed.ac.uk/art/record/21457?highlight=*:*
Riders from South Frieze of the Parthenon (1836-1837),NA,https://collections.ed.ac.uk/art/record/20720?highlight=*:*
Seated Woman (30 May 1949),David McClure,https://collections.ed.ac.uk/art/record/21039?highlight=*:*
Portrait of a Man Seated (1960),Jane Heggie,https://collections.ed.ac.uk/art/record/20980?highlight=*:*
Sea Harvest (1953),John Muench,https://collections.ed.ac.uk/art/record/21753?highlight=*:*
Don Quixote (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21682?highlight=*:*
Embroidered panel,Winsome Douglass,https://collections.ed.ac.uk/art/record/113835?highlight=*:*
Portrait of Joe (1965),Gordon Bryce,https://collections.ed.ac.uk/art/record/99279?highlight=*:*
Untitled - Abstract Still Life of Flowers and Fruit (1963),Ann F Ward,https://collections.ed.ac.uk/art/record/99351?highlight=*:*
Untitled,Peter Pretsell,https://collections.ed.ac.uk/art/record/99796?highlight=*:*
Untitled - Cubist Guitar Player (1963),Ann F Ward,https://collections.ed.ac.uk/art/record/99350?highlight=*:*
No. 98 (1960),John Johnstone,https://collections.ed.ac.uk/art/record/99256?highlight=*:*
Metope 3 from entablature of the Parthenon (1837),NA,https://collections.ed.ac.uk/art/record/20640?highlight=*:*
Portrait of a Young Woman (1965),Irene Scott,https://collections.ed.ac.uk/art/record/21292?highlight=*:*
Untitled (1965),Laura McPherson,https://collections.ed.ac.uk/art/record/22482?highlight=*:*
Jug (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/122540?highlight=*:*
From Early Italian Poets (1974-1976),"Eduardo Luigi Paolozzi KBE, RA",https://collections.ed.ac.uk/art/record/21001?highlight=*:*
Standing Female Nude (1953),Allan Sutherland,https://collections.ed.ac.uk/art/record/20978?highlight=*:*
Riders from South Frieze of the Parthenon (1836-1837),NA,https://collections.ed.ac.uk/art/record/20730?highlight=*:*
3D impressing (2003),Jenn Schmidt,https://collections.ed.ac.uk/art/record/99952?highlight=*:*
Seated Female Nude (1939-1940),Robert A Campbell,https://collections.ed.ac.uk/art/record/21128?highlight=*:*
Riders from South Frieze of the Parthenon (1836-1837),NA,https://collections.ed.ac.uk/art/record/20727?highlight=*:*
Seated Female Nude,Lucy Bowman,https://collections.ed.ac.uk/art/record/21443?highlight=*:*
Portrait of a Woman (1959),Jean I. Beattie,https://collections.ed.ac.uk/art/record/20918?highlight=*:*
Untitled,Brian Caster,https://collections.ed.ac.uk/art/record/112345?highlight=*:*
Standing Male Nude (1939-1940),James H Donaldson,https://collections.ed.ac.uk/art/record/21124?highlight=*:*
Portrait of a Woman (1958),Peter Stitt,https://collections.ed.ac.uk/art/record/20958?highlight=*:*
Standing Female Nude (1952),Douglas Kerr,https://collections.ed.ac.uk/art/record/21224?highlight=*:*
West Frieze of the Parthenon (1836-1837),NA,https://collections.ed.ac.uk/art/record/20665?highlight=*:*
Dining Table,John Houston,https://collections.ed.ac.uk/art/record/21045?highlight=*:*
Small Anatomical Figure,NA,https://collections.ed.ac.uk/art/record/20601?highlight=*:*
Untitled (1961),Thora Clyne,https://collections.ed.ac.uk/art/record/112309?highlight=*:*
Seated Female Nude (1954),Edith Fraser,https://collections.ed.ac.uk/art/record/21249?highlight=*:*
Cushion,Enid Mason,https://collections.ed.ac.uk/art/record/123302?highlight=*:*
Reclining Nude (1952),James P W Syme,https://collections.ed.ac.uk/art/record/20840?highlight=*:*
Portrait of a Young Man Poised to Throw,James P W Syme,https://collections.ed.ac.uk/art/record/20838?highlight=*:*
Landscape (1952),James P W Syme,https://collections.ed.ac.uk/art/record/20839?highlight=*:*
Untitled (2007),Patricio Esteban Briceno,https://collections.ed.ac.uk/art/record/99964?highlight=*:*
Two Greyhounds (1966-1967),James Fairgrieve,https://collections.ed.ac.uk/art/record/21397?highlight=*:*
Standing Female Nude (1954),Margaret Proudfoot,https://collections.ed.ac.uk/art/record/21253?highlight=*:*
Music is art that colour your life with feelings (1999),Rumi Augusta Nogua,https://collections.ed.ac.uk/art/record/102742?highlight=*:*
Street Scene (1964),Peter Pretsell,https://collections.ed.ac.uk/art/record/21419?highlight=*:*
Untitled - Sitting Figure (1992),Victoria A. James,https://collections.ed.ac.uk/art/record/99462?highlight=*:*
Seated Female Nude (1954),Robert Fraser,https://collections.ed.ac.uk/art/record/21242?highlight=*:*
Miners (Circa 1949),Zygmunt Bukowski,https://collections.ed.ac.uk/art/record/21369?highlight=*:*
Near Limoges (1986),Jo Ganter,https://collections.ed.ac.uk/art/record/21963?highlight=*:*
Untitled (1962),F. Milner,https://collections.ed.ac.uk/art/record/21761?highlight=*:*
Man in Spanish Costume (1955),Alexander S Campbell,https://collections.ed.ac.uk/art/record/21317?highlight=*:*
Unknown (1950),James T. Ferguson,https://collections.ed.ac.uk/art/record/53497?highlight=*:*
Standing Female Nude (1949),Zygmunt Bukowski,https://collections.ed.ac.uk/art/record/22516?highlight=*:*
Untitled (1963),Iona Murray,https://collections.ed.ac.uk/art/record/99403?highlight=*:*
Lovers and birds (1963),Norman Thom,https://collections.ed.ac.uk/art/record/99418?highlight=*:*
Seated Male Nude (1959),Denness Morton,https://collections.ed.ac.uk/art/record/21079?highlight=*:*
Birds & Peonies (2002),Asuka Ohsawa,https://collections.ed.ac.uk/art/record/99940?highlight=*:*
Untitled (1967),Margaret Lothian,https://collections.ed.ac.uk/art/record/22026?highlight=*:*
Untitled,Garry Marshall,https://collections.ed.ac.uk/art/record/112341?highlight=*:*
Portrait of a Woman (1954),John P Busby,https://collections.ed.ac.uk/art/record/21378?highlight=*:*
Portrait (1954),Ursula Giles,https://collections.ed.ac.uk/art/record/21207?highlight=*:*
Still Life (1994-1995),Kerry Watson,https://collections.ed.ac.uk/art/record/21450?highlight=*:*
Portrait of a Woman (1958),John Boyd,https://collections.ed.ac.uk/art/record/20957?highlight=*:*
Seated Female Nude (1966-1967),George Donald,https://collections.ed.ac.uk/art/record/21094?highlight=*:*
Reclining Male Nude (1959),James C. Y. Gavin,https://collections.ed.ac.uk/art/record/20878?highlight=*:*
Cat (1950),Zygmunt Bukowski,https://collections.ed.ac.uk/art/record/21323?highlight=*:*
Portrait of a Man Seated (possibly),Paul Furneaux,https://collections.ed.ac.uk/art/record/21517?highlight=*:*
Riders from the West Frieze of the Parthenon (1836-1837),NA,https://collections.ed.ac.uk/art/record/20669?highlight=*:*
Landscape (1961),Robin Forrester,https://collections.ed.ac.uk/art/record/21294?highlight=*:*
Standing Male Nude (Circa 1952),John Houston,https://collections.ed.ac.uk/art/record/21350?highlight=*:*
View of a Caravan (1990s),Peter McGoldrick,https://collections.ed.ac.uk/art/record/21427?highlight=*:*
Three Views of a Standing Male Nude with hand on hip (1948),John Thompson,https://collections.ed.ac.uk/art/record/20845?highlight=*:*
Study for Mural - Industrial Unrest,Robert M E Callender,https://collections.ed.ac.uk/art/record/21147?highlight=*:*
Seated Male Nude (1965),J Lord,https://collections.ed.ac.uk/art/record/21291?highlight=*:*
Four Abstract Panels,Linda A. Henniker,https://collections.ed.ac.uk/art/record/21460?highlight=*:*
Miner and Dog (Unknown),Sir Sidney Nolan,https://collections.ed.ac.uk/art/record/21679?highlight=*:*
Untitled (1969),Rosemary Hamblin,https://collections.ed.ac.uk/art/record/22004?highlight=*:*
Portrait of a Woman (1962),Carl O Ekevall,https://collections.ed.ac.uk/art/record/21285?highlight=*:*
Seated Female Nude (1953),Mary Edmond,https://collections.ed.ac.uk/art/record/20896?highlight=*:*
Rooster (Unknown),Milton Goldstein,https://collections.ed.ac.uk/art/record/21657?highlight=*:*
"Metope 4, south entablature, Parthenon (1837)",NA,https://collections.ed.ac.uk/art/record/20649?highlight=*:*
Standing Female Nude (1925-1926),John Maxwell,https://collections.ed.ac.uk/art/record/93357?highlight=*:*
Standing Male Nude (1953),William Mercer,https://collections.ed.ac.uk/art/record/20943?highlight=*:*
Untitled - Life Drawing of Reclining Nude Male (1967),Isobel T Johnstone,https://collections.ed.ac.uk/art/record/99250?highlight=*:*
Portrait of a Seated Woman (1958),Peter Standen,https://collections.ed.ac.uk/art/record/20865?highlight=*:*
Seated Female Nude (1957),Hillary Lewis,https://collections.ed.ac.uk/art/record/21160?highlight=*:*
Standing Male Nude (1951),Matilda Smith,https://collections.ed.ac.uk/art/record/21227?highlight=*:*
Opuntia Claiata (1993),Jane Watt,https://collections.ed.ac.uk/art/record/21956?highlight=*:*
Untitled (1962),Janette Brown,https://collections.ed.ac.uk/art/record/99376?highlight=*:*
Big Top (Circa 1968),Gillian Mather,https://collections.ed.ac.uk/art/record/21485?highlight=*:*
Viennese embroidery in frame (1936),Unknown,https://collections.ed.ac.uk/art/record/100010?highlight=*:*
Woman Sewing (1963),Chloe E Brayn,https://collections.ed.ac.uk/art/record/99374?highlight=*:*
Untitled - Birdcage and Baby (1963),Ann F Ward,https://collections.ed.ac.uk/art/record/99349?highlight=*:*
Portrait of a Man (1951),James Wilson,https://collections.ed.ac.uk/art/record/21226?highlight=*:*
Portrait of Woman in a Hat (1958),Robert M E Callender,https://collections.ed.ac.uk/art/record/21326?highlight=*:*
Replica cast (brown) of Parthenon slab GE33,Unknown,https://collections.ed.ac.uk/art/record/20657?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21966?highlight=*:*
Three Views of a Standing Male Nude (1948),John Thompson,https://collections.ed.ac.uk/art/record/20844?highlight=*:*
Male Portrait (1949),Sheena Page,https://collections.ed.ac.uk/art/record/20773?highlight=*:*
Seated Female Nude (1953),Laura Nye,https://collections.ed.ac.uk/art/record/21117?highlight=*:*
"Circo Togni, Ravenna (1957)",Peter McGinn,https://collections.ed.ac.uk/art/record/21115?highlight=*:*
Illegible title,Thora Clyne,https://collections.ed.ac.uk/art/record/112308?highlight=*:*
Life Drawing (Female Nude with Knee on Chair) (1962),John Bellany,https://collections.ed.ac.uk/art/record/20765?highlight=*:*
Bull Fight (1956),Alexander S Campbell,https://collections.ed.ac.uk/art/record/21417?highlight=*:*
Tombstone 1693 (1989-1990),Aline McLeod,https://collections.ed.ac.uk/art/record/21470?highlight=*:*
Seated Female Nude (1959),William Mackay,https://collections.ed.ac.uk/art/record/21162?highlight=*:*
Abstract Composition (1962),James T Carlyle,https://collections.ed.ac.uk/art/record/21280?highlight=*:*
Florence (JAN 1956),John P Busby,https://collections.ed.ac.uk/art/record/21382?highlight=*:*
Seated Female Nude (03 OCT 1957),Sheena McEwan,https://collections.ed.ac.uk/art/record/20899?highlight=*:*
Scaffolding - 'Formasons Stone Renovators Edinburgh',Ian Johnstone,https://collections.ed.ac.uk/art/record/21506?highlight=*:*
Bust of an African,Unknown,https://collections.ed.ac.uk/art/record/20556?highlight=*:*
Portrait of a Woman (1964),Peter Pretsell,https://collections.ed.ac.uk/art/record/21421?highlight=*:*
Seated Male Nude (1951),James P W Syme,https://collections.ed.ac.uk/art/record/20837?highlight=*:*
Angel of Lude,Unknown,https://collections.ed.ac.uk/art/record/20551?highlight=*:*
Metope South 26 from the Parthenon (1837),NA,https://collections.ed.ac.uk/art/record/20644?highlight=*:*
Cushendun (08 APR 1968),Unknown,https://collections.ed.ac.uk/art/record/21496?highlight=*:*
Portrait of a Woman (1951),Madelaine Philip,https://collections.ed.ac.uk/art/record/21233?highlight=*:*
Portrait of a Bearded Man (1950s),J Guthrie,https://collections.ed.ac.uk/art/record/20975?highlight=*:*
Untitled - Reclining Nude Female (1970-1971),James McGlade,https://collections.ed.ac.uk/art/record/99440?highlight=*:*
Looking for women (2017),Tessa Lynch,https://collections.ed.ac.uk/art/record/102738?highlight=*:*
Portrait of a Woman in a Hat (1958),Pat Calder,https://collections.ed.ac.uk/art/record/20959?highlight=*:*
Portrait of an Elderly Woman (1960),Dorothea Brown,https://collections.ed.ac.uk/art/record/20994?highlight=*:*
Untitled (1968),Maureen Purcell,https://collections.ed.ac.uk/art/record/22503?highlight=*:*
Big Black Crow Valley (1988),Joanna De Pear,https://collections.ed.ac.uk/art/record/99464?highlight=*:*
Seated Male Nude (1960),Thomas T Robertson,https://collections.ed.ac.uk/art/record/20807?highlight=*:*
Portrait of a Man (1957),Norman E Kirkpatrick,https://collections.ed.ac.uk/art/record/21022?highlight=*:*
Untitled (1966),Carra McNeil,https://collections.ed.ac.uk/art/record/22506?highlight=*:*
Men in a Rugby Changing Room (Circa 1952),Trevor Stubley,https://collections.ed.ac.uk/art/record/21411?highlight=*:*
Portrait of a Young Man (1948),Sheena Page,https://collections.ed.ac.uk/art/record/21070?highlight=*:*
South Frieze of the Parthenon Frieze (1836-1837),NA,https://collections.ed.ac.uk/art/record/20691?highlight=*:*
Untitled (1968),Gillian Mather,https://collections.ed.ac.uk/art/record/22500?highlight=*:*
Standing Male Nude leaning on a Plinth (1959),George MacIntosh,https://collections.ed.ac.uk/art/record/20885?highlight=*:*
