title,artist,link
Nikola Subić Zrinjski (1983),Boris Bućan,https://collections.ed.ac.uk/art/record/22033?highlight=*:*
Unknown (1989),Joanne Leonie Milne,https://collections.ed.ac.uk/art/record/123511?highlight=*:*
Traviata (Unknown),Boris Bućan,https://collections.ed.ac.uk/art/record/22470?highlight=*:*
Seated Male Nude (1959),Ronald G Browne,https://collections.ed.ac.uk/art/record/21156?highlight=*:*
Nugget (2013),Charlotte Roseberry,https://collections.ed.ac.uk/art/record/21301?highlight=*:*
'Gordini' Fairground Ride,Hazel Walker,https://collections.ed.ac.uk/art/record/21508?highlight=*:*
Portrait of a Woman (1954),D Stewart Lowdon,https://collections.ed.ac.uk/art/record/21214?highlight=*:*
Untitled (2002),Elizabeth Shepherd,https://collections.ed.ac.uk/art/record/99947?highlight=*:*
Seed and the Rock (1953),Gabor Peterdi,https://collections.ed.ac.uk/art/record/21659?highlight=*:*
Portrait of Man in Red Jacket (1968),Michael Docherty,https://collections.ed.ac.uk/art/record/21178?highlight=*:*
Untitled (1962),Robert S. Crozier,https://collections.ed.ac.uk/art/record/112312?highlight=*:*
South Frieze of the Parthenon Frieze (1836-1837),NA,https://collections.ed.ac.uk/art/record/20696?highlight=*:*
Portrait of a Woman (1958),Andrew Smith,https://collections.ed.ac.uk/art/record/21148?highlight=*:*
Untitled - Jousting Match (1965-1966),James B. Thomson,https://collections.ed.ac.uk/art/record/99447?highlight=*:*
Frieze from the Temple of Athena Nike (far right) (1827),NA,https://collections.ed.ac.uk/art/record/20628?highlight=*:*
Seated Male Nude (1959),George MacIntosh,https://collections.ed.ac.uk/art/record/20884?highlight=*:*
Standing Male Nude Leaning on a Stool (1952),Unknown,https://collections.ed.ac.uk/art/record/21216?highlight=*:*
Untitled - Portrait of a Man in a Hat (1963),Anthony J Valentine,https://collections.ed.ac.uk/art/record/99441?highlight=*:*
Standing Male Nude (DEC 1951),M McKeown,https://collections.ed.ac.uk/art/record/21225?highlight=*:*
Norwegian Ponies (1953),Mollie E N Langlands,https://collections.ed.ac.uk/art/record/99218?highlight=*:*
Untitled (Unknown),David C Duke,https://collections.ed.ac.uk/art/record/21979?highlight=*:*
Untitled (1969),Richard Easson,https://collections.ed.ac.uk/art/record/22493?highlight=*:*
Seated Male Nude (1961),Gwendoline Rodger,https://collections.ed.ac.uk/art/record/21289?highlight=*:*
Three Female Nudes (1952),Nicholas Patrick Rentiens,https://collections.ed.ac.uk/art/record/21372?highlight=*:*
Portrait of a Woman (1951),Andrew Kidd,https://collections.ed.ac.uk/art/record/21235?highlight=*:*
Reclining Female Nude (1969),Gwendoline Rodger,https://collections.ed.ac.uk/art/record/21276?highlight=*:*
Portrait of an Old Man (1952),Frances Walker,https://collections.ed.ac.uk/art/record/20848?highlight=*:*
Portrait of an Elderly Man (1956),J Salter,https://collections.ed.ac.uk/art/record/21190?highlight=*:*
Horses and men (facing left),NA,https://collections.ed.ac.uk/art/record/20659?highlight=*:*
Portrait of a Man (1956),Lawrence F. Baxter,https://collections.ed.ac.uk/art/record/21182?highlight=*:*
Untitled,Jean M. A. Conacher,https://collections.ed.ac.uk/art/record/112354?highlight=*:*
24 Composition,Christopher Nugent,https://collections.ed.ac.uk/art/record/21527?highlight=*:*
Racing Circuit (1987-1988),Jane V Hyslop,https://collections.ed.ac.uk/art/record/21456?highlight=*:*
Riders from the West Frieze of the Parthenon (1836-1837),NA,https://collections.ed.ac.uk/art/record/20674?highlight=*:*
Portrait of a Woman (1964),Carole V Danielson,https://collections.ed.ac.uk/art/record/21346?highlight=*:*
Untitled - Still Life With Flowers (1961-1962),Gwendolene E Roger,https://collections.ed.ac.uk/art/record/99400?highlight=*:*
Portrait of a Young Woman (1958),Richard McNeill,https://collections.ed.ac.uk/art/record/20890?highlight=*:*
Portrait of a Seated Figure (1958),Alan Alexander,https://collections.ed.ac.uk/art/record/21164?highlight=*:*
Untitled (1977),Eve F. Thomson,https://collections.ed.ac.uk/art/record/99826?highlight=*:*
Art Magazine Ads (1988-1989),Jeff Koons,https://collections.ed.ac.uk/art/record/21365?highlight=*:*
Untitled - Abstract Portrait of King (1961),John Mitchell,https://collections.ed.ac.uk/art/record/99366?highlight=*:*
Standing Female Nude (1957),Ruth Illingworth,https://collections.ed.ac.uk/art/record/20934?highlight=*:*
"Acanthus Scrolls, Temple of Venus Genetrix, Rome",Unknown,https://collections.ed.ac.uk/art/record/20560?highlight=*:*
Male Figure (1958),David Rifat,https://collections.ed.ac.uk/art/record/122731?highlight=*:*
Portrait of a Man (1954),Elizabeth Blackadder,https://collections.ed.ac.uk/art/record/21405?highlight=*:*
Farmland (possibly),Donald Clark,https://collections.ed.ac.uk/art/record/21488?highlight=*:*
The Strike (1953),Robert Marx,https://collections.ed.ac.uk/art/record/21691?highlight=*:*
Valley Landscape (Circa 1950),Marion M Cooper,https://collections.ed.ac.uk/art/record/21389?highlight=*:*
Fields with Haystacks (1953),Iain West,https://collections.ed.ac.uk/art/record/20851?highlight=*:*
Untitled - Still Life with Flowers and Pitchers (1963),Helen Wishart,https://collections.ed.ac.uk/art/record/99452?highlight=*:*
The Misadventure (1989),John Brown,https://collections.ed.ac.uk/art/record/99468?highlight=*:*
Sweden - boats tied up at quayside (1963),Ann F Ward,https://collections.ed.ac.uk/art/record/99348?highlight=*:*
Madonna of the Roses (2007),Rachael Cawley,https://collections.ed.ac.uk/art/record/99968?highlight=*:*
Head of a Woman Wearing Beads (1952),Frances Walker,https://collections.ed.ac.uk/art/record/20846?highlight=*:*
Seated Male Nude (1953),Ian Short,https://collections.ed.ac.uk/art/record/20941?highlight=*:*
Drawing of a Woman (12 NOV 1960),Sheila Percival,https://collections.ed.ac.uk/art/record/20991?highlight=*:*
William Shakespeare Otelo (1983),Boris Bućan,https://collections.ed.ac.uk/art/record/22040?highlight=*:*
Untitled,A. Parkinson,https://collections.ed.ac.uk/art/record/112501?highlight=*:*
Portrait of a Man in Profile (1951),Helmut F G Petzsch,https://collections.ed.ac.uk/art/record/21392?highlight=*:*
Rooftops,A McIntosh,https://collections.ed.ac.uk/art/record/21465?highlight=*:*
Standing Female Nude (1953),Eileen Duncan,https://collections.ed.ac.uk/art/record/20929?highlight=*:*
East Frieze of the Parthenon Frieze (1836-1837),NA,https://collections.ed.ac.uk/art/record/20687?highlight=*:*
3.a Clarendon serif (1972),Anthony Benjamin,https://collections.ed.ac.uk/art/record/21670?highlight=*:*
Standing Female Nude (1957),Morag Cuthbertson,https://collections.ed.ac.uk/art/record/20965?highlight=*:*
Standing Female Nude (1958),Bertha Roxburgh,https://collections.ed.ac.uk/art/record/21150?highlight=*:*
Standing Female Nude,Vincent Butler,https://collections.ed.ac.uk/art/record/21261?highlight=*:*
Street Scene with Cars (1965),Laura McPherson,https://collections.ed.ac.uk/art/record/99393?highlight=*:*
Untitled (1963),Leslie Allan,https://collections.ed.ac.uk/art/record/99383?highlight=*:*
Standing Female Nude and Stool (1960s),Catherine Beanchop/ Banchop,https://collections.ed.ac.uk/art/record/21269?highlight=*:*
Idyll,Unknown,https://collections.ed.ac.uk/art/record/21200?highlight=*:*
Two Elements (2006),Wilhelmina Barns-Graham CBE HRSA HRSW,https://collections.ed.ac.uk/art/record/54750?highlight=*:*
Portrait of a Bearded Man (07 DEC 1954),James Lennox,https://collections.ed.ac.uk/art/record/21192?highlight=*:*
Reclining Female Nude (1958),Dorothy Durward,https://collections.ed.ac.uk/art/record/21142?highlight=*:*
Portrait of a Woman (1960),Elise Brown,https://collections.ed.ac.uk/art/record/20976?highlight=*:*
A Good Dream and a Bad Dream (1970),John Mooney,https://collections.ed.ac.uk/art/record/20755?highlight=*:*
Four Portraits of a Bearded Man (1955),Peter McGinn,https://collections.ed.ac.uk/art/record/21088?highlight=*:*
Untitled - Portrait of an Old Man (Feb 1962),William Gillon,https://collections.ed.ac.uk/art/record/99480?highlight=*:*
Seated Female Nude (Circa 1939),Alistair W McCheyne,https://collections.ed.ac.uk/art/record/21139?highlight=*:*
Untitled - Two Birds (1963),Norman Thom,https://collections.ed.ac.uk/art/record/99417?highlight=*:*
Reclining Female Nude (1954),Margaret Proudfoot,https://collections.ed.ac.uk/art/record/21260?highlight=*:*
November III (St Andrews) (1991),Wilhelmina Barns-Graham CBE HRSA HRSW,https://collections.ed.ac.uk/art/record/54749?highlight=*:*
Riders from the North Frieze of the Parthenon (1836-1837),NA,https://collections.ed.ac.uk/art/record/20703?highlight=*:*
Not For Gain (2016),Daisy Lafarge,https://collections.ed.ac.uk/art/record/99238?highlight=*:*
Volterra (Circa 1920),William Crozier 1893-1930,https://collections.ed.ac.uk/art/record/21179?highlight=*:*
Opuntia Lencotricha (1993-1994),Jane Watt,https://collections.ed.ac.uk/art/record/99457?highlight=*:*
Portrait of a Woman (1957-1958),Hillary Lewis,https://collections.ed.ac.uk/art/record/21161?highlight=*:*
Eight Lines II (2001),Wilhelmina Barns-Graham CBE HRSA HRSW,https://collections.ed.ac.uk/art/record/54748?highlight=*:*
Untitled - Life Drawing of a Bearded Man in Brown Jacket (1967),Isobel T Johnstone,https://collections.ed.ac.uk/art/record/99252?highlight=*:*
Seated Female Nude (1963),William Gillon,https://collections.ed.ac.uk/art/record/21342?highlight=*:*
Portrait of a Man with Beard (18 JAN 1957),R Wright,https://collections.ed.ac.uk/art/record/20905?highlight=*:*
Seated Female Nude (1955),Jean Fraser,https://collections.ed.ac.uk/art/record/21195?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21870?highlight=*:*
Portrait of a Woman,Alice Henderson,https://collections.ed.ac.uk/art/record/21528?highlight=*:*
Untitled - Two Women at the Ocean (1985-1986),Olivia Irvine,https://collections.ed.ac.uk/art/record/99428?highlight=*:*
Portrait of a Man (1959),Bruce Clapperton,https://collections.ed.ac.uk/art/record/20909?highlight=*:*
View of a House,Lynne Coyle,https://collections.ed.ac.uk/art/record/21493?highlight=*:*
Portrait of Standing Woman wearing Overalls (1959),Denness Morton,https://collections.ed.ac.uk/art/record/20889?highlight=*:*
Portrait of a Man (1959),John O'Neill,https://collections.ed.ac.uk/art/record/21154?highlight=*:*
Performing Labour: a guide to creative resistance (2020),Aisling Ward,https://collections.ed.ac.uk/art/record/113779?highlight=*:*
Woman and Fox (FEB 1966),James Fairgrieve,https://collections.ed.ac.uk/art/record/21344?highlight=*:*
Untitled (1969),James Fleming,https://collections.ed.ac.uk/art/record/22490?highlight=*:*
Standing Female Nude (31 MAR 1954),John P Busby,https://collections.ed.ac.uk/art/record/21432?highlight=*:*
Men at Work (1947-1948),Norma G Reid,https://collections.ed.ac.uk/art/record/20829?highlight=*:*
Untitled - Figures and Bicycles in the City (1965-1966),James B. Thomson,https://collections.ed.ac.uk/art/record/99450?highlight=*:*
La Messe de Minuit - Église St Eustache (1963),Ann F Ward,https://collections.ed.ac.uk/art/record/99342?highlight=*:*
Untitled (2007),Rita Marhaug,https://collections.ed.ac.uk/art/record/99979?highlight=*:*
Portrait of a Woman (1958),Dorothy Durward,https://collections.ed.ac.uk/art/record/21141?highlight=*:*
Putti with Candelabrum (left group),Unknown,https://collections.ed.ac.uk/art/record/20539?highlight=*:*
Standing Female Nude (1951),Ruth Wilson,https://collections.ed.ac.uk/art/record/21230?highlight=*:*
Untitled (1971),Alan Brown,https://collections.ed.ac.uk/art/record/22020?highlight=*:*
Untitled (Unknown),David C Duke,https://collections.ed.ac.uk/art/record/21983?highlight=*:*
Still Life in White and Grey,David Giblin,https://collections.ed.ac.uk/art/record/21519?highlight=*:*
Portrait of a Man (possibly),Claudia Petretti,https://collections.ed.ac.uk/art/record/21441?highlight=*:*
Skeleton Studies (Circa 1957),David Young,https://collections.ed.ac.uk/art/record/20861?highlight=*:*
Portrait of a Bearded Man (Circa 1960),Derek Shiel,https://collections.ed.ac.uk/art/record/20939?highlight=*:*
Reclining Female Nude (1967),Helen Pollock,https://collections.ed.ac.uk/art/record/20772?highlight=*:*
Seated Female Nude (1954),Ruth Illingworth,https://collections.ed.ac.uk/art/record/20935?highlight=*:*
Man with Concrete Jungle Record,Garry Campbell,https://collections.ed.ac.uk/art/record/21426?highlight=*:*
Reclining Female Nude (1960),Jean Ritchie,https://collections.ed.ac.uk/art/record/20789?highlight=*:*
Two Figures Talking Over a Wall (1967),Margaret Lothian,https://collections.ed.ac.uk/art/record/99271?highlight=*:*
Untitled (1963),[Unknown] Black,https://collections.ed.ac.uk/art/record/22024?highlight=*:*
Landscape with Horse (1945-1946),William MacLaren,https://collections.ed.ac.uk/art/record/21065?highlight=*:*
Portrait of a Young Boy (1956),David McClure,https://collections.ed.ac.uk/art/record/21334?highlight=*:*
Portrait of a Woman (1952),Dorothy H. N. Forrest,https://collections.ed.ac.uk/art/record/21202?highlight=*:*
Beth ydy ti'r Experience am Protest (2023),Ffion Williams,https://collections.ed.ac.uk/art/record/123694?highlight=*:*
Profile of Man in Yellow Jumper,Fergus A Mather,https://collections.ed.ac.uk/art/record/99357?highlight=*:*
Portrait of a Man (1953),Andrew Restall,https://collections.ed.ac.uk/art/record/20945?highlight=*:*
Untitled - Two Chefs (1984-1985),Angus C. A. Hood,https://collections.ed.ac.uk/art/record/99429?highlight=*:*
Untitled (1947),Allan W. Robson,https://collections.ed.ac.uk/art/record/21745?highlight=*:*
Untitled - Reclining Nude Woman (1963),Gordon Bryce,https://collections.ed.ac.uk/art/record/99276?highlight=*:*
Untitled - Figure Drawing of A Nude Woman Lying Down (1964-1965),Gordon Bryce,https://collections.ed.ac.uk/art/record/99278?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21862?highlight=*:*
Untitled - Abstract Crowd Scene (1964-1965),William Gillon,https://collections.ed.ac.uk/art/record/99477?highlight=*:*
"Metope 8, south entablature, Parthenon (1837)",NA,https://collections.ed.ac.uk/art/record/20650?highlight=*:*
Portrait of a Man (1968),Charles Ian Patterson,https://collections.ed.ac.uk/art/record/21321?highlight=*:*
Abstract (Circa 1965),James B. Thomson,https://collections.ed.ac.uk/art/record/21402?highlight=*:*
Porcus Omnivorous (1994),Sara Ogilvie,https://collections.ed.ac.uk/art/record/21960?highlight=*:*
Untitled (1949),Victorine Anne Schilsky,https://collections.ed.ac.uk/art/record/21746?highlight=*:*
Portrait of a Woman (Circa 1959),Ronald G Browne,https://collections.ed.ac.uk/art/record/21318?highlight=*:*
Untitled (1966),Norman Orr,https://collections.ed.ac.uk/art/record/22479?highlight=*:*
Cross Section (1987),Alastair Mack,https://collections.ed.ac.uk/art/record/21650?highlight=*:*
Cantoria (front),Unknown,https://collections.ed.ac.uk/art/record/20579?highlight=*:*
Standing Woman (1965),William Gillon,https://collections.ed.ac.uk/art/record/21315?highlight=*:*
"Marché, rue Mouffetard (1963)",Ann F Ward,https://collections.ed.ac.uk/art/record/99341?highlight=*:*
Untitled (1963),Madelene Galloway,https://collections.ed.ac.uk/art/record/22005?highlight=*:*
Untitled - Portrait of Red-Haired Woman (1965),Ian Paterson,https://collections.ed.ac.uk/art/record/99410?highlight=*:*
untitled (1984),David Hosie,https://collections.ed.ac.uk/art/record/112340?highlight=*:*
Untitled (1963),Janette Brown,https://collections.ed.ac.uk/art/record/22008?highlight=*:*
Portrait of a Woman (FEB 1952),Martin G C McKeown,https://collections.ed.ac.uk/art/record/21414?highlight=*:*
2. (a) Baskerville Serif (1972),Anthony Benjamin,https://collections.ed.ac.uk/art/record/21669?highlight=*:*
Untitled - Portrait of a Nude Female (1972),Lindsay R S Gordon,https://collections.ed.ac.uk/art/record/99421?highlight=*:*
Composition with Sinking Ship and Lightbulb (1986),David Hosie,https://collections.ed.ac.uk/art/record/99529?highlight=*:*
Performing Labour in an Industrial Setting II (2020),Aisling Ward,https://collections.ed.ac.uk/art/record/113776?highlight=*:*
Landscape (possibly),Donald Clark,https://collections.ed.ac.uk/art/record/21487?highlight=*:*
Portrait of a Woman (1958),David Rifat,https://collections.ed.ac.uk/art/record/20872?highlight=*:*
Rosa Regolit (2007),Bridget Steed,https://collections.ed.ac.uk/art/record/99973?highlight=*:*
Mefisto (1983),Boris Bućan,https://collections.ed.ac.uk/art/record/22037?highlight=*:*
Ship yard (1965),Helen M. Percy,https://collections.ed.ac.uk/art/record/102743?highlight=*:*
Life Drawing,Eugene Corolan,https://collections.ed.ac.uk/art/record/99850?highlight=*:*
Untitled - Abstract Building (1972),Lindsay R S Gordon,https://collections.ed.ac.uk/art/record/99422?highlight=*:*
Self-Portrait (1967),Gregor Smith,https://collections.ed.ac.uk/art/record/99398?highlight=*:*
